gene_model,gene_name,unique_gene_id
KH.C2.814,SPATA5; SPATA5L1; VCP,Cirobu.g00005047
KH.C2.815,OSTM1,Cirobu.g00005048
KH.C2.816,SLC10A7,Cirobu.g00005049
KH.C2.817,ARSH; ARSK; SGSH,Cirobu.g00005050
KH.C2.818,KH.C2.818,Cirobu.g00005051
KH.C2.819,CORO7; CORO7-PAM16,Cirobu.g00005052
KH.C2.82,KH.C2.82,Cirobu.g00005053
KH.C2.820,SLC7A7; SLC7A8; SLC7A9,Cirobu.g00005054
KH.C2.821,CCNA1; CCNA2; CCNB1,Cirobu.g00005055
KH.C2.822,E2F2; E2F3,Cirobu.g00005056
KH.C2.823,CIR1; RP9,Cirobu.g00005057
KH.C2.824,KH.C2.824,Cirobu.g00005058
KH.C2.825,SPRY2; SPRY3; SPRY4,Cirobu.g00005059
KH.C2.826,TCP11; TCP11L1; TCP11L2,Cirobu.g00005060
KH.C2.827,MARCH1; MARCH6; MARCH8,Cirobu.g00005061
KH.C2.828,PDC; PDCL; PDCL2,Cirobu.g00005062
KH.C2.829,ESD,Cirobu.g00005063
KH.C2.83,MICAL1; MICAL2; MICAL3,Cirobu.g00005064
KH.C2.830,CNBD1; CNBD2; RAPGEF4,Cirobu.g00005065
KH.C2.831,LAMA1; LAMA3; LAMA4,Cirobu.g00005066
KH.C2.832,DNAL1; DRC3; LRRC9,Cirobu.g00005067
KH.C2.833,CUX1; CUX2,Cirobu.g00005068
KH.C2.834,ACHE; BCHE; NLGN4X,Cirobu.g00005069
KH.C2.835,MAP3K20; MOS; RIPK1,Cirobu.g00005070
KH.C2.836,KH.C2.836,Cirobu.g00005071
KH.C2.837,CEP135; TSGA10,Cirobu.g00005072
KH.C2.838,SLC7A1; SLC7A2; SLC7A3,Cirobu.g00005073
KH.C2.839,GSTO1; GSTT1; GSTZ1,Cirobu.g00005074
KH.C2.84,PAWR,Cirobu.g00005075
KH.C2.840,APMAP,Cirobu.g00005076
KH.C2.841,TRMO,Cirobu.g00005077
KH.C2.842,ARID2; ARID3A; ARID3B,Cirobu.g00005078
KH.C2.843,KH.C2.843,Cirobu.g00005079
KH.C2.844,AC093155.3; HS2ST1; UST,Cirobu.g00005080
KH.C2.845,KH.C2.845,Cirobu.g00005081
KH.C2.846,B3GALT2; B3GALT5; B3GNT5,Cirobu.g00005082
KH.C2.847,C16orf78,Cirobu.g00005083
KH.C2.848,CUZD1; TECTA; UMODL1,Cirobu.g00005084
KH.C2.849,CACYBP,Cirobu.g00005085
KH.C2.85,TMCO4,Cirobu.g00005086
KH.C2.850,CIAO1; GNB3; NUP37,Cirobu.g00005087
KH.C2.851,EXT2; EXTL1; EXTL3,Cirobu.g00005088
KH.C2.852,GSTA1; GSTA2; HPGDS,Cirobu.g00005089
KH.C2.853,KH.C2.853,Cirobu.g00005090
KH.C2.854,FUT8,Cirobu.g00005091
KH.C2.855,CHUK; IKBKB; IKBKE,Cirobu.g00005092
KH.C2.856,RPAP3; SGTA; ST13,Cirobu.g00005093
KH.C2.857,KH.C2.857,Cirobu.g00005094
KH.C2.858,CYB5R1; CYB5R3; CYB5R4,Cirobu.g00005095
KH.C2.859,FUCA1; FUCA2,Cirobu.g00005096
KH.C2.86,KH.C2.86,Cirobu.g00005097
KH.C2.860,AAGAB,Cirobu.g00005098
KH.C2.861,KH.C2.861,Cirobu.g00005099
KH.C2.862,CORIN; TMPRSS15; TMPRSS2,Cirobu.g00005100
KH.C2.863,SLC22A13; SLC22A15; SLC22A5,Cirobu.g00005101
KH.C2.864,NBR1,Cirobu.g00005102
KH.C2.865,CCKAR; CCKBR; HCRTR2,Cirobu.g00005103
KH.C2.866,KH.C2.866,Cirobu.g00005104
KH.C2.867,KH.C2.867,Cirobu.g00005105
KH.C2.868,CALM1; CALM3; CALML4,Cirobu.g00005106
KH.C2.869,GDE1; GDPD1; GDPD2,Cirobu.g00005107
KH.C2.87,ELMOD1; ELMOD2; ELMOD3,Cirobu.g00005108
KH.C2.870,NAE1; SAE1; UBA7,Cirobu.g00005109
KH.C2.871,AL110118.4; UBR7,Cirobu.g00005110
KH.C2.872,GNAI1; GNAI2; GNAI3,Cirobu.g00005111
KH.C2.873,SDCCAG8,Cirobu.g00005112
KH.C2.874,NRBF2,Cirobu.g00005113
KH.C2.875,PSMD4,Cirobu.g00005114
KH.C2.876,LINS1,Cirobu.g00005115
KH.C2.877,SLC5A12; SLC5A8,Cirobu.g00005116
KH.C2.878,ADORA2A; MTNR1B; S1PR2,Cirobu.g00005117
KH.C2.879,NAPRT,Cirobu.g00005118
KH.C2.88,CDC16; CDC23; CDC27,Cirobu.g00005119
KH.C2.880,ASCL3; ASCL4; ASCL5,Cirobu.g00005120
KH.C2.881,SLC36A1; SLC36A2; SLC36A3,Cirobu.g00005121
KH.C2.882,KH.C2.882,Cirobu.g00005122
KH.C2.883,DHRS2; DHRS4; DHRS4L2,Cirobu.g00005123
KH.C2.884,DGAT2; MOGAT1; MOGAT2,Cirobu.g00005124
KH.C2.885,KH.C2.885,Cirobu.g00005125
KH.C2.886,SEC31A; SEC31B; WDR59,Cirobu.g00005126
KH.C2.887,LRBA; NBEA; NBEAL1,Cirobu.g00005127
KH.C2.888,KH.C2.888,Cirobu.g00005128
KH.C2.889,KH.C2.889,Cirobu.g00005129
KH.C2.89,IPO13; TNPO3,Cirobu.g00005130
KH.C2.890,GDE1; GDPD4; GPCPD1,Cirobu.g00005131
KH.C2.891,KH.C2.891,Cirobu.g00005132
KH.C2.892,ACOX1; ACOX2; ACOX3,Cirobu.g00005133
KH.C2.893,CTTN; DBNL; HCLS1,Cirobu.g00005134
KH.C2.894,SLC17A5; SLC17A6; SLC17A8,Cirobu.g00005135
KH.C2.895,COPS8,Cirobu.g00005136
KH.C2.896,CASP14; CASP3; CASP6,Cirobu.g00005137
KH.C2.897,KH.C2.897,Cirobu.g00005138
KH.C2.898,CFAP47; HYDIN,Cirobu.g00005139
KH.C2.899,BRK1,Cirobu.g00005140
KH.C2.9,KLHL12; KLHL28; KLHL3,Cirobu.g00005141
KH.C2.90,TRAM1; TRAM1L1; TRAM2,Cirobu.g00005142
KH.C2.900,BLK; PTK6; VAV2,Cirobu.g00005143
KH.C2.901,C4orf45,Cirobu.g00005144
KH.C2.903,CAMKMT; FAM86B1; FAM86B2,Cirobu.g00005145
KH.C2.904,EIF3G; ELAVL4; TRA2B,Cirobu.g00005146
KH.C2.905,ATRX; RAD54L; RAD54L2,Cirobu.g00005147
KH.C2.906,KH.C2.906,Cirobu.g00005148
KH.C2.907,KH.C2.907,Cirobu.g00005149
KH.C2.908,CCDC34,Cirobu.g00005150
KH.C2.909,DNAH12; DNAH3; DNAH7,Cirobu.g00005151
KH.C2.91,SLC22A1; SLC22A4; SLC22A5,Cirobu.g00005152
KH.C2.910,CLDN7,Cirobu.g00005153
KH.C2.911,MARS; MARS2; VARS,Cirobu.g00005154
KH.C2.912,KH.C2.912,Cirobu.g00005155
KH.C2.913,INTS5,Cirobu.g00005156
KH.C2.914,CLK3,Cirobu.g00005157
KH.C2.915,PCBD1; PCBD2,Cirobu.g00005158
KH.C2.916,KH.C2.916,Cirobu.g00005159
KH.C2.917,GSX1; GSX2; HOXA3,Cirobu.g00005160
KH.C2.918,USE1,Cirobu.g00005161
KH.C2.919,BTBD19; BTBD3; BTBD6,Cirobu.g00005162
KH.C2.92,AGFG1; AGFG2; SMAP1,Cirobu.g00005163
KH.C2.920,ACER1; ACER2; ACER3,Cirobu.g00005164
KH.C2.921,COMMD2; COMMD3; COMMD5,Cirobu.g00005165
KH.C2.922,ADGRB2; HMCN1; THBS1,Cirobu.g00005166
KH.C2.923,EIPR1; RBBP4; RBBP7,Cirobu.g00005167
KH.C2.924,SLC22A15; SLC22A4; SLC22A5,Cirobu.g00005168
KH.C2.925,SDC1; SDC2; SDC4,Cirobu.g00005169
KH.C2.926,KH.C2.926,Cirobu.g00005170
KH.C2.927,KH.C2.927,Cirobu.g00005171
KH.C2.928,SLC16A14; SLC16A7; SLC16A9,Cirobu.g00005172
KH.C2.929,APMAP,Cirobu.g00005173
KH.C2.93,ARFIP1; ARFIP2; PICK1,Cirobu.g00005174
KH.C2.930,PPM1A; PPM1B; PPM1G,Cirobu.g00005175
KH.C2.931,KH.C2.931,Cirobu.g00005176
KH.C2.932,COL12A1; COL22A1; COL6A6,Cirobu.g00005177
KH.C2.933,TMEM216; TMEM80,Cirobu.g00005178
KH.C2.934,BMP1; CUBN; TLL2,Cirobu.g00005179
KH.C2.935,CNR2; LPAR1; LPAR3,Cirobu.g00005180
KH.C2.936,CFAP97,Cirobu.g00005181
KH.C2.937,KH.C2.937,Cirobu.g00005182
KH.C2.938,KH.C2.938,Cirobu.g00005183
KH.C2.939,DPYS; DPYSL2; DPYSL3,Cirobu.g00005184
KH.C2.94,KH.C2.94,Cirobu.g00005185
KH.C2.940,ALMS1; C10orf90,Cirobu.g00005186
KH.C2.941,ARHGAP18,Cirobu.g00005187
KH.C2.943,GNPDA2; H6PD; PGLS,Cirobu.g00005188
KH.C2.944,DNAJC5; DNAJC5B; DNAJC5G,Cirobu.g00005189
KH.C2.945,TMEM186,Cirobu.g00005190
KH.C2.946,ATP10A; ATP10B; ATP10D,Cirobu.g00005191
KH.C2.947,MED11,Cirobu.g00005192
KH.C2.948,MED24,Cirobu.g00005193
KH.C2.949,ACSF3; ACSM3; ACSM5,Cirobu.g00005194
KH.C2.95,KH.C2.95,Cirobu.g00005195
KH.C2.950,KH.C2.950,Cirobu.g00005196
KH.C2.951,PHOSPHO1; PHOSPHO2,Cirobu.g00005197
KH.C2.952,KH.C2.952,Cirobu.g00005198
KH.C2.953,KH.C2.953,Cirobu.g00005199
KH.C2.954,KH.C2.954,Cirobu.g00005200
KH.C2.955,ZNF16; ZNF805; ZNF92,Cirobu.g00005201
KH.C2.956,KH.C2.956,Cirobu.g00005202
KH.C2.957,DLX1; MSX1; MSX2,Cirobu.g00005203
KH.C2.958,RGS6; RGS7; RGS9,Cirobu.g00005204
KH.C2.959,WASHC4,Cirobu.g00005205
KH.C2.96,KH.C2.96,Cirobu.g00005206
KH.C2.960,DIDO1; PHF3; SPOCD1,Cirobu.g00005207
KH.C2.961,ZNF595; ZNF71; ZNF93,Cirobu.g00005208
KH.C2.962,FGFR1; FGFR2; FGFR3,Cirobu.g00005209
KH.C2.963,KH.C2.963,Cirobu.g00005210
KH.C2.964,KH.C2.964,Cirobu.g00005211
KH.C2.965,GIPR; GLP1R; SCTR,Cirobu.g00005212
KH.C2.966,B3GALT1; B3GALT2; B3GALT5,Cirobu.g00005213
KH.C2.967,TRIB1; TRIB2; TRIB3,Cirobu.g00005214
KH.C2.968,TUBGCP2; TUBGCP3; TUBGCP4,Cirobu.g00005215
KH.C2.969,KH.C2.969,Cirobu.g00005216
KH.C2.97,PARVA; PARVB; PARVG,Cirobu.g00005217
KH.C2.970,SRD5A2; SRD5A3; TECR,Cirobu.g00005218
KH.C2.971,HMOX1; HMOX2,Cirobu.g00005219
KH.C2.972,KH.C2.972,Cirobu.g00005220
KH.C2.973,ZNF420; ZNF616; ZNF726,Cirobu.g00005221
KH.C2.974,MKI67,Cirobu.g00005222
KH.C2.975,PTPRA; PTPRC; PTPRE,Cirobu.g00005223
KH.C2.976,HELLS; SMARCA1; SMARCA5,Cirobu.g00005224
KH.C2.977,KH.C2.977,Cirobu.g00005225
KH.C2.978,FUT8,Cirobu.g00005226
KH.C2.979,KH.C2.979,Cirobu.g00005227
KH.C2.98,KH.C2.98,Cirobu.g00005228
KH.C2.980,GRTP1; TBC1D2; TBC1D30,Cirobu.g00005229
KH.C2.981,FAXDC2; MSMO1; SC5D,Cirobu.g00005230
KH.C2.982,RAD9A; RAD9B,Cirobu.g00005231
KH.C2.983,DHRS2; DHRS4; DHRS4L2,Cirobu.g00005232
KH.C2.984,KH.C2.984,Cirobu.g00005233
KH.C2.985,KH.C2.985,Cirobu.g00005234
KH.C2.986,BMP1; CUBN; TLL2,Cirobu.g00005235
KH.C2.987,KH.C2.987,Cirobu.g00005236
KH.C2.988,B3GALNT1; B3GALT1; B3GALT5,Cirobu.g00005237
KH.C2.989,KH.C2.989,Cirobu.g00005238
KH.C2.99,AC007325.2; PRODH; PRODH2,Cirobu.g00005239
KH.C2.990,KH.C2.990,Cirobu.g00005240
KH.C2.991,KH.C2.991,Cirobu.g00005241
KH.C2.992,SPON1,Cirobu.g00005242
KH.C2.993,CACNA1I; CATSPER2; CATSPER4,Cirobu.g00005243
KH.C2.994,RNF130; RNF148; RNF149,Cirobu.g00005244
KH.C2.995,MYH2; MYH6; MYH7,Cirobu.g00005245
KH.C2.996,KH.C2.996,Cirobu.g00005246
KH.C2.997,BLVRA; DHDH; GFOD1,Cirobu.g00005247
KH.C2.998,RAB11B; RABL2A; RABL2B,Cirobu.g00005248
KH.C2.999,FN1; PTPRD,Cirobu.g00005249
KH.C3.1,FUT3; FUT5; FUT6,Cirobu.g00005250
KH.C3.10,CENPE; KIF3A; KIF3B,Cirobu.g00005251
KH.C3.100,MESP2; MSGN1; PTF1A,Cirobu.g00005252
KH.C3.101,EXD1; EXOSC10,Cirobu.g00005253
KH.C3.102,DPP10; DPP4; FAP,Cirobu.g00005254
KH.C3.103,ARID3B; ARID4A; ARID4B,Cirobu.g00005255
KH.C3.104,PSMB5; PSMB8,Cirobu.g00005256
KH.C3.105,KH.C3.105,Cirobu.g00005257
KH.C3.106,RBBP8,Cirobu.g00005258
KH.C3.107,PPP1R3B; PPP1R3D; PPP1R3E,Cirobu.g00005259
KH.C3.108,SHISAL1,Cirobu.g00005260
KH.C3.109,ANO10; ANO7; ANO8,Cirobu.g00005261
KH.C3.11,EPX; LPO; MPO,Cirobu.g00005262
KH.C3.110,GPSM2; RAPSN; TTC28,Cirobu.g00005263
KH.C3.111,KH.C3.111,Cirobu.g00005264
KH.C3.112,KH.C3.112,Cirobu.g00005265
KH.C3.113,ERO1A; ERO1B,Cirobu.g00005266
KH.C3.114,AC022384.1; TATDN1; TATDN2,Cirobu.g00005267
KH.C3.115,GPX3; GPX5,Cirobu.g00005268
KH.C3.116,AL121594.1; KIAA0391,Cirobu.g00005269
KH.C3.117,COMP; THBS3; THBS4,Cirobu.g00005270
KH.C3.118,KH.C3.118,Cirobu.g00005271
KH.C3.119,REXO2,Cirobu.g00005272
KH.C3.12,ANK2; ANKRD60; TNNI3K,Cirobu.g00005273
KH.C3.120,C22orf39,Cirobu.g00005274
KH.C3.121,MRPS5,Cirobu.g00005275
KH.C3.122,APOD,Cirobu.g00005276
KH.C3.123,CLEC16A,Cirobu.g00005277
KH.C3.124,CTSK; CTSL; CTSV,Cirobu.g00005278
KH.C3.125,KH.C3.125,Cirobu.g00005279
KH.C3.126,HELZ2; IGHMBP2; UPF1,Cirobu.g00005280
KH.C3.127,KH.C3.127,Cirobu.g00005281
KH.C3.128,GCK; HK2; HK3,Cirobu.g00005282
KH.C3.129,C1orf123,Cirobu.g00005283
KH.C3.13,CRIM1; FRAS1; SPON1,Cirobu.g00005284
KH.C3.130,FBXW8; UTP15; WDR54,Cirobu.g00005285
KH.C3.131,XKR4; XKR5; XKR6,Cirobu.g00005286
KH.C3.132,DAD1,Cirobu.g00005287
KH.C3.133,NFAT5; NFATC2; NFATC3,Cirobu.g00005288
KH.C3.134,KH.C3.134,Cirobu.g00005289
KH.C3.135,FARS2; FARSA; FDXACB1,Cirobu.g00005290
KH.C3.136,ARHGAP17; ARHGAP44; SH3BP1,Cirobu.g00005291
KH.C3.137,AC023509.3; ATF4; ATF5,Cirobu.g00005292
KH.C3.138,CTAGE5; MIA3,Cirobu.g00005293
KH.C3.139,DNAJA1; DNAJA2; DNAJA4,Cirobu.g00005294
KH.C3.14,HIP1; TLN1; TLN2,Cirobu.g00005295
KH.C3.140,CRYZ; TP53I3; VAT1,Cirobu.g00005296
KH.C3.141,PIP5K1A; PIP5K1B; PIP5K1C,Cirobu.g00005297
KH.C3.142,DBX1; DBX2; HLX,Cirobu.g00005298
KH.C3.143,PMM1; PMM2,Cirobu.g00005299
KH.C3.144,KH.C3.144,Cirobu.g00005300
KH.C3.145,TADA2A; TADA2B,Cirobu.g00005301
KH.C3.146,FIGN; FIGNL1; SPAST,Cirobu.g00005302
KH.C3.147,NT5C3A; NT5C3B,Cirobu.g00005303
KH.C3.148,HSP90AA1; HSP90AB1; HSP90B1,Cirobu.g00005304
KH.C3.149,PLSCR1; PLSCR3; PLSCR5,Cirobu.g00005305
KH.C3.15,DCXR; DHRS4; DHRS4L2,Cirobu.g00005306
KH.C3.150,KH.C3.150,Cirobu.g00005307
KH.C3.151,NEURL2; NEURL3; NEURL4,Cirobu.g00005308
KH.C3.152,HMGB1; HMGB3; SSRP1,Cirobu.g00005309
KH.C3.153,KH.C3.153,Cirobu.g00005310
KH.C3.154,GALK1; GALK2,Cirobu.g00005311
KH.C3.155,YTHDC1; YTHDC2,Cirobu.g00005312
KH.C3.156,KH.C3.156,Cirobu.g00005313
KH.C3.157,KIF16B; KIF1A; KIF1C,Cirobu.g00005314
KH.C3.158,KH.C3.158,Cirobu.g00005315
KH.C3.159,RBM4B; ZC3H7A; ZC3H7B,Cirobu.g00005316
KH.C3.16,KH.C3.16,Cirobu.g00005317
KH.C3.160,GP2; TECTA; UMOD,Cirobu.g00005318
KH.C3.161,MALRD1; MAMDC2; MDGA2,Cirobu.g00005319
KH.C3.162,CERK; SPHK1; SPHK2,Cirobu.g00005320
KH.C3.163,GRIA1; GRIA2; GRIK2,Cirobu.g00005321
KH.C3.164,PAPD5; PAPD7; ZCCHC11,Cirobu.g00005322
KH.C3.165,ZNF341; ZNF835; ZNF91,Cirobu.g00005323
KH.C3.166,LARS2; VARS2,Cirobu.g00005324
KH.C3.167,MPO; PXDN; PXDNL,Cirobu.g00005325
KH.C3.169,SIPA1L1; SIPA1L2; SIPA1L3,Cirobu.g00005326
KH.C3.17,RORA; RORB; RORC,Cirobu.g00005327
KH.C3.170,FOXF1; FOXF2; FOXL1,Cirobu.g00005328
KH.C3.171,ZAN,Cirobu.g00005329
KH.C3.172,CYBA,Cirobu.g00005330
KH.C3.173,CFAP52; EML6; WDR90,Cirobu.g00005331
KH.C3.174,KH.C3.174,Cirobu.g00005332
KH.C3.175,AC010724.2; CPEB1,Cirobu.g00005333
KH.C3.176,CEBPB; CEBPE; CEBPG,Cirobu.g00005334
KH.C3.177,IRF2; IRF4; IRF8,Cirobu.g00005335
KH.C3.178,CALB2; SCGN,Cirobu.g00005336
KH.C3.179,G3BP1; G3BP2; NUTF2,Cirobu.g00005337
KH.C3.18,KH.C3.18,Cirobu.g00005338
KH.C3.180,KH.C3.180,Cirobu.g00005339
KH.C3.181,TPX2,Cirobu.g00005340
KH.C3.182,TACO1,Cirobu.g00005341
KH.C3.183,RXFP1; RXFP2; TSHR,Cirobu.g00005342
KH.C3.184,KH.C3.184,Cirobu.g00005343
KH.C3.185,JMJD6,Cirobu.g00005344
KH.C3.186,FCN2; FIBCD1; MFAP4,Cirobu.g00005345
KH.C3.187,KH.C3.187,Cirobu.g00005346
KH.C3.188,KH.C3.188,Cirobu.g00005347
KH.C3.189,KH.C3.189,Cirobu.g00005348
KH.C3.19,NSUN2; NSUN5; NSUN6,Cirobu.g00005349
KH.C3.190,APCDD1; APCDD1L,Cirobu.g00005350
KH.C3.191,METTL27,Cirobu.g00005351
KH.C3.192,EIF2S2; EIF5,Cirobu.g00005352
KH.C3.193,LSM14A; LSM14B,Cirobu.g00005353
KH.C3.194,NUP85,Cirobu.g00005354
KH.C3.195,SOCS6; SOCS7,Cirobu.g00005355
KH.C3.196,CYCS,Cirobu.g00005356
KH.C3.197,EXOSC4; EXOSC5; EXOSC6,Cirobu.g00005357
KH.C3.198,KH.C3.198,Cirobu.g00005358
KH.C3.199,PSMC2; PSMC5; PSMC6,Cirobu.g00005359
KH.C3.2,CCDC102A; CCDC102B; CGN,Cirobu.g00005360
KH.C3.20,KH.C3.20,Cirobu.g00005361
KH.C3.200,PIPOX,Cirobu.g00005362
KH.C3.201,CAD; GMPS,Cirobu.g00005363
KH.C3.202,EFNA1; EFNA5; EFNB2,Cirobu.g00005364
KH.C3.203,SULT1C2; SULT2B1; SULT4A1,Cirobu.g00005365
KH.C3.204,SRSF1; SRSF3; SRSF7,Cirobu.g00005366
KH.C3.205,KH.C3.205,Cirobu.g00005367
KH.C3.206,BMP1; TLL1; TLL2,Cirobu.g00005368
KH.C3.207,CDO1; CYP26B1,Cirobu.g00005369
KH.C3.208,TMEM64,Cirobu.g00005370
KH.C3.209,KH.C3.209,Cirobu.g00005371
KH.C3.21,HMCN1; HSPG2; LAMA2,Cirobu.g00005372
KH.C3.210,HAGH; HAGHL; PNKD,Cirobu.g00005373
KH.C3.211,PNO1,Cirobu.g00005374
KH.C3.212,MS4A15; MS4A18; MS4A8,Cirobu.g00005375
KH.C3.213,RANBP1; RANBP2; RGPD1,Cirobu.g00005376
KH.C3.214,SYNPR; SYP; SYPL2,Cirobu.g00005377
KH.C3.215,PRR12; QSER1,Cirobu.g00005378
KH.C3.216,CSAD; GAD2; GADL1,Cirobu.g00005379
KH.C3.217,CYB5A; CYB5B; FA2H,Cirobu.g00005380
KH.C3.218,KH.C3.218,Cirobu.g00005381
KH.C3.219,GFI1; GFI1B; ZNF665,Cirobu.g00005382
KH.C3.22,BCAR1; CASS4; NEDD9,Cirobu.g00005383
KH.C3.220,KH.C3.220,Cirobu.g00005384
KH.C3.221,KH.C3.221,Cirobu.g00005385
KH.C3.222,CAPS; CAPSL,Cirobu.g00005386
KH.C3.223,KH.C3.223,Cirobu.g00005387
KH.C3.224,KH.C3.224,Cirobu.g00005388
KH.C3.225,FBN1; FBN2; FBN3,Cirobu.g00005389
KH.C3.226,KH.C3.226,Cirobu.g00005390
KH.C3.227,FDXR,Cirobu.g00005391
KH.C3.228,ACLY; SUCLG1,Cirobu.g00005392
KH.C3.229,COQ5; METTL6,Cirobu.g00005393
KH.C3.23,SPCS1,Cirobu.g00005394
KH.C3.230,SMAD3; SMAD6; SMAD7,Cirobu.g00005395
KH.C3.231,KH.C3.231,Cirobu.g00005396
KH.C3.232,KH.C3.232,Cirobu.g00005397
KH.C3.233,CMPK2,Cirobu.g00005398
KH.C3.234,NSRP1,Cirobu.g00005399
KH.C3.236,TAF4; TAF4B,Cirobu.g00005400
KH.C3.237,RPL7A; SNU13,Cirobu.g00005401
KH.C3.238,TELO2,Cirobu.g00005402
KH.C3.239,AIFM1; AIFM2,Cirobu.g00005403
KH.C3.24,EPHX1; MEST,Cirobu.g00005404
KH.C3.240,KH.C3.240,Cirobu.g00005405
KH.C3.241,NUDT9; TRPM2,Cirobu.g00005406
KH.C3.243,MOSPD2; VAPA; VAPB,Cirobu.g00005407
KH.C3.244,MPP3; MPP5; MPP7,Cirobu.g00005408
KH.C3.245,ADGRB2; ADGRB3; UMOD,Cirobu.g00005409
KH.C3.246,MIEN1; SELENOT,Cirobu.g00005410
KH.C3.247,ADGRF2,Cirobu.g00005411
KH.C3.248,RPS27; RPS27L,Cirobu.g00005412
KH.C3.249,AIFM3; RFESD,Cirobu.g00005413
KH.C3.25,KH.C3.25,Cirobu.g00005414
KH.C3.250,CUBN; NRP2; TLL1,Cirobu.g00005415
KH.C3.251,FRRS1; MALRD1; MDGA1,Cirobu.g00005416
KH.C3.252,HRH2; TACR1; TACR3,Cirobu.g00005417
KH.C3.253,ERCC6; ERCC6L; RAD54B,Cirobu.g00005418
KH.C3.254,KH.C3.254,Cirobu.g00005419
KH.C3.255,CERS3; CERS5; CERS6,Cirobu.g00005420
KH.C3.256,BIRC2; BIRC3; XIAP,Cirobu.g00005421
KH.C3.257,SPTB; SPTBN1; SPTBN2,Cirobu.g00005422
KH.C3.258,YWHAB; YWHAE,Cirobu.g00005423
KH.C3.259,ANK1; NOSTRIN; OSTF1,Cirobu.g00005424
KH.C3.26,KH.C3.26,Cirobu.g00005425
KH.C3.260,CCS; SOD1; SOD3,Cirobu.g00005426
KH.C3.261,YIF1A; YIF1B,Cirobu.g00005427
KH.C3.262,KH.C3.262,Cirobu.g00005428
KH.C3.263,GLG1,Cirobu.g00005429
KH.C3.264,CADM1; CADM3; GPA33,Cirobu.g00005430
KH.C3.265,EXOC7,Cirobu.g00005431
KH.C3.266,SIRT4; SIRT6; SIRT7,Cirobu.g00005432
KH.C3.267,KH.C3.267,Cirobu.g00005433
KH.C3.268,CFAP20; WDR90,Cirobu.g00005434
KH.C3.269,RING1; RNF2,Cirobu.g00005435
KH.C3.27,TFCP2; TFCP2L1; UBP1,Cirobu.g00005436
KH.C3.270,ANKK1; RIPK2; RIPK4,Cirobu.g00005437
KH.C3.271,KH.C3.271,Cirobu.g00005438
KH.C3.272,CTNNA1; CTNNA2; CTNNA3,Cirobu.g00005439
KH.C3.273,NRXN1; NRXN2; NRXN3,Cirobu.g00005440
KH.C3.274,KH.C3.274,Cirobu.g00005441
KH.C3.275,KH.C3.275,Cirobu.g00005442
KH.C3.276,ACO1; ACO2; IREB2,Cirobu.g00005443
KH.C3.277,KH.C3.277,Cirobu.g00005444
KH.C3.278,BMP1,Cirobu.g00005445
KH.C3.279,PGAP1,Cirobu.g00005446
KH.C3.28,SLC6A18; SLC6A19; SLC6A20,Cirobu.g00005447
KH.C3.280,KH.C3.280,Cirobu.g00005448
KH.C3.281,AVPR1B; GNRHR; NPSR1,Cirobu.g00005449
KH.C3.282,KH.C3.282,Cirobu.g00005450
KH.C3.283,SLX1A; SLX1B,Cirobu.g00005451
KH.C3.284,FBXL14; FBXL17; FBXL7,Cirobu.g00005452
KH.C3.285,TEKT1; TEKT3; TEKT4,Cirobu.g00005453
KH.C3.286,LIG1; LIG3; LIG4,Cirobu.g00005454
KH.C3.287,MRE11,Cirobu.g00005455
KH.C3.288,GNPNAT1,Cirobu.g00005456
KH.C3.289,KIAA0556,Cirobu.g00005457
KH.C3.29,FGFR1OP; FOPNL,Cirobu.g00005458
KH.C3.290,CAMK1; ERN1; ERN2,Cirobu.g00005459
KH.C3.291,GGT1; GGT2; GGTLC2,Cirobu.g00005460
KH.C3.292,UQCRFS1,Cirobu.g00005461
KH.C3.293,CUL1; CUL2; CUL3,Cirobu.g00005462
KH.C3.294,DNAAF5; GCN1,Cirobu.g00005463
KH.C3.295,PRSS27; TMPRSS3; TMPRSS4,Cirobu.g00005464
KH.C3.296,ISOC1; ISOC2,Cirobu.g00005465
KH.C3.297,UBE2Q1; UBE2Q2; UBE2QL1,Cirobu.g00005466
KH.C3.298,SEPT12; SEPT3; SEPT9,Cirobu.g00005467
KH.C3.299,KH.C3.299,Cirobu.g00005468
KH.C3.3,MIPEP; NLN; THOP1,Cirobu.g00005469
KH.C3.30,AC106886.5; EP400; SRCAP,Cirobu.g00005470
KH.C3.300,SLC9A2; SLC9A3; SLC9A5,Cirobu.g00005471
KH.C3.301,CSNK2A1; CSNK2A2; CSNK2A3,Cirobu.g00005472
KH.C3.302,AC100868.1; PLA2G1B; PLA2G2E,Cirobu.g00005473
KH.C3.303,HMCN1; IGSF9; IGSF9B,Cirobu.g00005474
KH.C3.304,RGS3; RGS5; RGS8,Cirobu.g00005475
KH.C3.305,KH.C3.305,Cirobu.g00005476
KH.C3.307,RAB10; RAB8A; RAB8B,Cirobu.g00005477
KH.C3.308,BHLHA15; NEUROG1; NEUROG2,Cirobu.g00005478
KH.C3.309,SETX; UPF1; ZGRF1,Cirobu.g00005479
KH.C3.31,CXCR5; OPRK1; SSTR1,Cirobu.g00005480
KH.C3.310,NOP2; NSUN2; NSUN5,Cirobu.g00005481
KH.C3.311,KH.C3.311,Cirobu.g00005482
KH.C3.312,HES1; HES4; HES6,Cirobu.g00005483
KH.C3.313,OPLAH,Cirobu.g00005484
